agent,epsilon,trial,config,payoff,best_payoff_so_far,search_distance,round_type,success,reasoning
A_myopic_local_search,,0,"(1, 0, 1, 0, 1, 1, 1, 1, 1, 0)",0.2468282313306509,0.2468282313306509,,given_start,True,N/A -- starting configuration given for free (no choice made).
A_myopic_local_search,,1,"(0, 0, 1, 0, 0, 0, 0, 0, 1, 0)",0.4508360335313081,0.4508360335313081,5.0,long_jump,True,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,2,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0)",0.5274214331019416,0.5274214331019416,1.0,myopic_local_move,True,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,3,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0)",0.522122126786263,0.5274214331019416,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,4,"(1, 0, 1, 1, 0, 0, 0, 0, 1, 0)",0.5304614023663675,0.5304614023663675,1.0,myopic_local_move,True,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,5,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0)",0.5274214331019416,0.5304614023663675,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,6,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0)",0.42592515419615423,0.5304614023663675,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,7,"(1, 0, 1, 1, 0, 0, 0, 0, 1, 1)",0.6822697444295913,0.6822697444295913,1.0,myopic_local_move,True,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,8,"(0, 0, 1, 1, 0, 0, 0, 0, 1, 1)",0.6628059669757362,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,9,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 1)",0.5260831397975559,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,10,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 1)",0.535345761235711,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,11,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 1)",0.5260831397975559,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,12,"(1, 0, 1, 1, 0, 0, 1, 0, 1, 1)",0.39786910606778203,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,13,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 1)",0.535345761235711,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
